label,text
1,i don t get it i m either a pussy or troll where is the room for the truth and or my opinions on my tl social media fucked up 
0,rt baltsneakershow water is wet rt sole nike dc is trash 
1,i cheated on of the bitches i had tf lol nobody even wanted to be all committed and shit
1,tick tack toe linin up yo hoe
1,elizabeth is a stupid hoe
1,the craziest hos for no reason on tv hands down are teirra marie however ghetto way she spell it and siah s cute ass girl
1,oh you one of those stuck up bitches 
1,josh you re a hoe 
0, c parris your picture makes you look like a serious fag justsayin lol
0,i hate you niccas lol t co nqsyeqhgoz
1,would you drink with a nigguh do you smoke weed 
1,these bitches smell like fish 
1,rt killallsimps that s logic for a hoe rt flowaaabomb if you single nobody can tell you what to do right right 
1,rt lupemecoje what s going down pussies 
2, quan t of welfare government aid is claimed by white people so y all black slander is trash now 
2, tattoo mylife cuz the whole team trash
1,majority of the hoes on this gram instafrontin t co nn qas
2, prayforjack i survived swine flu bird flu west nile and the bloomberg administration i ll be fine the abortion survival cant get that
1,rt lilduval real bitches text u can u talk before they call
1, sportsdude haha not you just getting shit from everyone else when my second favorite team is the redlegs 
2, nyrkelsmads i gots to be bein colored and all
1,nationalcatday sure celebrate over billion bird deaths and blame it on climatechange you fuckin commies 
1,rt goatraplines when lil wayne said even deaf bitches say hi to me she tell a blind bitch and she say i gotta see my headphones ju 
1, jaezona knew he was gettin pussy later he yakked you look stoned as hell t co zw x yrmi 
1,single colored man looking fo a single white woman fat ok i m nigga
2, karynhalpin where do all the foreskins go when they circumcise a guy the foreskin fairy takes them after you put them under your pillow
1,rt zach dorsey give me three wishes i wish i wish i wish you would bitch
0, shmalec ya fag
1, i rather jack off then fuck hoes tbh that shit boring give me a wife 
1,we need hoes
1, superdickrikki i m highly upset dat des bitches tryanna clown me on a media sight bitch i ain t going
1,look at you lying ass bitches couldn t finish school stripping on ya mind ass bitches
1, infamous stackz hell no cause brad still walked away like yeah i fucked that niggas bitch 
1, demimariemorin well im sure im not fully retarded imustbestupid 
1,rt womenshumor monday was such a bitch today 
1,rt fart i just found out that marehood is code for horse pussy brony mlp t co ycqtmm lid
1,i just seen your main bitch i might fuck with her
2,rt joshyohe trib i wrote whole game story on how orpik shut down ovi two nights in a row many of you will mock this but he was really 
1,my bitches not average spend money i got it ya girl want me she gon get fucked ain t no askin
1, alejandra p these bitches love sosa 
2,rt morningmoneyben this image of peshmerga giving the heave ho to an isis flag really brightened my friday kick their sorry butts 
2,turn on the magic of colored light longexposure lightwriting t co um lbsd p 
1,don t subtweet me my name so i no it s real ugly bitch
1,let me delete that for the little bitch reports me to mr olsen 
1,rt brosconfessions people congratulate on losing weight for my health but in reality i lost all the weight so i could fuck hot bitches 
1, ambitiousbree trueee but i can t wait til the day a bitch try me 
2,i would like to test and see how long your tongue really is my lady eggplant emoji tinashe
1, hype i m not delivering to that bitch boy anymore 
1,rt bananasunshinee yaaass bitch yaasss soulja boy be having me so turnt 
1,rt blessedarti y all claim you want a good amp loyal girl but keep messing with hoes like i m confused
1, ilikecats yopapi chulo sizzurp brandonernandez bootyacid you do realize ya pussy stank right 
2,eharmony just informed me that my soulmate is an sea doo with a trash bag of whataburger taquitos bungeed on top thx dr neil warren 
1,fat bitch
2,rt pekholt raven symone s hair be like i m not colored i m american t co mkx d bh q
1,you re unattractive therealalonig dinner dates with yo man bitch pow karrueche t co krfe nxwnz 
2,experience charlie married woman who loves hot phone sex with strangers can you get me off t co jtsijbulvc
1, dimes fuck you tony you greaseball piece of shit 
2, ronnie k not just pharrell gave k a trash non basketball soundtrack y all still have problems with servers 
1,hurt ass how ah whole nigga hate on a bitch tf
2,fine chicks lap dances always trash
1,rt anabsurdbird of course the day i nip out with shit hair amp wearing my scruffy but favourite stolen hoodie is the best time to bump into 
1,rt gvldenbeauty these hoes woozy
1,you know what fuck that bitch and you didnt react girl it s me and you
1, zach thein you pussy
1,rt steadmanterri wheeler kashhh tf bitch lol
1,rt marlin fishyass a bitch a get chalked b i catch feelings
1, nickjspada enxadasfelipe lindsey xoxo ik he felt like a bad bitch take it down a notch dex
1,ahhh karmas a bitch
1,wow i swear i m gonna cunt punch you
2,rt tj curtin a birds eye view of today s harvest activities thanks brentjff for the great camera work t co rgetr tv s
2, steveworks you stockboy everyone mocks you 
1,rt asvholejay do i have time for these hoes no no no no no no no no no 
1, mabathoana garbage rappers can t learn it s like teaching advanced algebra to a retard 
1, garytiffany make the most of what you have don t tell me what to do bitch
1,only fw bad bitches iont do no mediocre 
1, maxin betha yea it looks fag like
1,no way all u niggers are employees of the month
1,they be looking at tom brady while he going off on tge sidelines like whatever bitch lol
1, chanelisabeth i drive illegally retard
1,rt cpsqueak each time i do it for ya i make that bad pussy behave
1, smithaaaaaa tats nsnapbacks last night was well fun lmao you got some pussy didn t ya vern unfortunately no lol
2,rt aliabunimah the people of the ghetto are rising up and fighting back whose side are you on gaza
1,dealing with your bitch ass is so annoying
1,fuck her pussy fuck her mouth fuck her ass cause she nasty
1,rt iamnicklminaj i m not saying she s a hoe but she s been on more wieners than heinz ketchup 
2,charlie crist has asked to keep polls in broward open until pm claiming long lines media reports say turnout light in broward 
1,rt stopbeingsober yall say why you dating lil girls like mature hoes just on a rampage outside 
2, motherjones birds your grandkids may never see thanks to climate change t co xqmxhkaswt t co rbitegrnhm climate
1,rt yofwm brianlovesass damn babe sike forever fucking with basic bitches 
2,foto imapython bieg albino sea turtle i think u mean soul of the ocean t co vymitsncen
1, sbsylvester yo bitch talk about lamp u not on my level do u even know fussy look like stop looking porn kid
1,if a nigga in nap can fuck my bitch that mean she lame for fuckin a lame all deez niggas here corny asl
1, myfriendbriana can i ask my bitch for other bitches
1, kathy doermer bitch please i ll go to windsor either way when i come up i can bring some also 
1,first of all you my type of bitch
1,rt thenaimaw if a dude seems flighty then he probably is so just nip it in the bud 
2,rt themattespinosa she literally just put the whole trash bag on lmfao t co yierskyrfc
1,rt richbitxh highwaisted jeans are not made for everyone bitches be looking horrible
1,rt jballinbutts jamie caudillo you re retarded enough to be both but atleast i have a date to bring you on for your birthday 
1,type of nicca owe yu money but still ask you to go n on a blunt
1,rt jerseywolfgod i don t want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away don t ruin my life 
1, jestonaelives burnt pussy lips s t co whgfzbukr gal in the blue throwing it 
2,why does msnbc have a news show that is opinion amp right wing talking points joe the nation is with pbo not u teabaggers morningjoe
1,rt fvckzaina the only d yah bitches should be thirsty for t co jl j xpiih
1, sexreiationship who else thinks lip biting is fucking sexy maiapapayyya until that bitch bite too hard put a hoe out once for that
1,i phone cool but basic i m girly bitch so dry n plain 
1,i dont mind gay people but the flamboyant hey look at me ima faggot kinda gays annoy me bruh just play wit ya booty in peace ion care 
1,tym lyt dis blunt n holla hoes 
1, a m perez they are little bitches when they are proven wrong momsdemand gunsense
1,i ain t got no hoes 
1,i m off work where the naked hoes and alcohol 
1,titties nd pussy t co hy cty sw
1,truuuuuuuuuuu facts both then niggaz is pussy nd i ll tag em both meekmill nd cassidy r p by my nigga let t co nhyodspp
0, asshole king oh no they drafted that gay ass that come out on tv well u welcome to redskins nation no queers just a lot of niggers 
1,was just informed that crunk ain t dead ho lol okay sure
1, jperez teabaggers are anti american hows it feel to hate your country 
1,rt taurusismagic taurus s are the first to congratulate this years hoes for being smarter than last years hoes you know who you are 
1,wiz need to go back to the yeahhhhhhh bitch okkkk wiz
1,how do you bloke someone on insta dumb bitch scares me
1,rt z mbiedance gabby s a bitch amp turned on my xbox with her nasty foot 
1,rt dombeets i wish someone would make a song about how these hoes ain t loyal
2,rt ndfootball winston connects with greene on the slant across the middle for the score ball game is tied 
1, qovem just played against a heimer support biggest faggot ever stupid cheese champion 
1,these hoes out here beefing bout as important as these hoes out here queefing y all blowing vaginal wind back amp forth stfu amp get money 
